code,description,coding_system,subtype,entity,list_name,upload_date
Eu31700,[X]Bipolar affective disorder; currently in remission,Read,bipolar,diagnostic,severe_mental_illness,
Eu31y00,[X]Other bipolar affective disorders,Read,bipolar,diagnostic,severe_mental_illness,
Eu31y11,[X]Bipolar II disorder,Read,bipolar,diagnostic,severe_mental_illness,
Eu31y12,[X]Recurrent manic episodes,Read,bipolar,diagnostic,severe_mental_illness,
Eu31z00,[X]Bipolar affective disorder; unspecified,Read,bipolar,diagnostic,severe_mental_illness,
Eu33213,[X]Manic-depress psychosis;depressd;no psychotic symptoms,Read,bipolar,diagnostic,severe_mental_illness,
Eu33312,[X]Manic-depress psychosis;depressed type+psychotic symptoms,Read,bipolar,diagnostic,severe_mental_illness,
Eu34.00,[X]Persistent mood affective disorders,Read,bipolar,diagnostic,severe_mental_illness,
Eu34000,[X]Cyclothymia,Read,bipolar,diagnostic,severe_mental_illness,
Eu34y00,[X]Other persistent mood affective disorders,Read,bipolar,diagnostic,severe_mental_illness,
Eu34z00,[X]Persistent mood affective disorder; unspecified,Read,bipolar,diagnostic,severe_mental_illness,
Eu3y.00,[X]Other mood affective disorders,Read,bipolar,diagnostic,severe_mental_illness,
Eu3y000,[X]Other single mood affective disorders,Read,bipolar,diagnostic,severe_mental_illness,
Eu3y011,[X]Mixed affective episode,Read,bipolar,diagnostic,severe_mental_illness,
Eu3y100,[X]Other recurrent mood affective disorders,Read,bipolar,diagnostic,severe_mental_illness,
Eu3yy00,[X]Other specified mood affective disorders,Read,bipolar,diagnostic,severe_mental_illness,
Eu3z.00,[X]Unspecified mood affective disorder,Read,bipolar,diagnostic,severe_mental_illness,
Eu3z.11,[X]Affective psychosis NOS,Read,bipolar,diagnostic,severe_mental_illness,
ZV11111,[V]Personal history of manic-depressive psychosis,Read,bipolar,diagnostic,severe_mental_illness,
ZV11112,[V]Personal history of manic-depressive psychosis,Read,bipolar,diagnostic,severe_mental_illness,
1464,H/O: schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
146H.00,H/O: psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
1BH..00,Delusions,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
1BH0.00,Delusion of persecution,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
1BH1.00,Grandiose delusions,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
1BH..11,Delusion,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
1BH2.00,Ideas of reference,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
1BH3.00,Paranoid ideation,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
225E.00,O/E - paranoid delusions,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
225F.00,O/E - delusion of persecution,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
285..11,Psychotic condition; insight present,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
286..11,Poor insight into psychotic condition,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
665E.00,Injectable neuroleptic given,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
665F.00,On injectable neuroleptic,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E1...00,Non-organic psychoses,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E10..00,Schizophrenic disorders,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E100.00,Simple schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E100000,Unspecified schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E100100,Subchronic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E100.11,Schizophrenia simplex,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E100200,Chronic schizophrenic,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E100300,Acute exacerbation of subchronic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E100400,Acute exacerbation of chronic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E100500,Schizophrenia in remission,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E100z00,Simple schizophrenia NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E101.00,Hebephrenic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E101000,Unspecified hebephrenic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E101400,Acute exacerbation of chronic hebephrenic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E101500,Hebephrenic schizophrenia in remission,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E101z00,Hebephrenic schizophrenia NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E102.00,Catatonic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E102000,Unspecified catatonic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E102100,Subchronic catatonic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E102500,Catatonic schizophrenia in remission,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E102z00,Catatonic schizophrenia NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E103.00,Paranoid schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E103000,Unspecified paranoid schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E103200,Chronic paranoid schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E103300,Acute exacerbation of subchronic paranoid schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E103400,Acute exacerbation of chronic paranoid schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E103500,Paranoid schizophrenia in remission,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E103z00,Paranoid schizophrenia NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E104.00,Acute schizophrenic episode,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E105.00,Latent schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E105000,Unspecified latent schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E105200,Chronic latent schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E105500,Latent schizophrenia in remission,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E105z00,Latent schizophrenia NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E106.00,Residual schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E107.00,Schizo-affective schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E107000,Unspecified schizo-affective schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E107100,Subchronic schizo-affective schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E107.11,Cyclic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E107200,Chronic schizo-affective schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E107300,Acute exacerbation subchronic schizo-affective schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E107400,Acute exacerbation of chronic schizo-affective schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E107500,Schizo-affective schizophrenia in remission,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E107z00,Schizo-affective schizophrenia NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E10y.00,Other schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E10y000,Atypical schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E10y100,Coenesthopathic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E10y.11,Cenesthopathic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E10yz00,Other schizophrenia NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E10z.00,Schizophrenia NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E11z.00,Other and unspecified affective psychoses,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E11z000,Unspecified affective psychoses NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E11zz00,Other affective psychosis NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E12..00,Paranoid states,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E120.00,Simple paranoid state,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E121.00,Chronic paranoid psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E122.00,Paraphrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E123.00,Shared paranoid disorder,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E12y.00,Other paranoid states,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E12y000,Paranoia querulans,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E12yz00,Other paranoid states NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E12z.00,Paranoid psychosis NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E13..00,Other nonorganic psychoses,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E130.00,Reactive depressive psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E130.11,Psychotic reactive depression,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E131.00,Acute hysterical psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E13..11,Reactive psychoses,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E133.00,Acute paranoid reaction,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E134.00,Psychogenic paranoid psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E13y.00,Other reactive psychoses,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E13y100,Brief reactive psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E13yz00,Other reactive psychoses NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E13z.00,Nonorganic psychosis NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E13z.11,Psychotic episode NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E14..00,Psychoses with origin in childhood,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E141.00,Disintegrative psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E141100,Residual disintegrative psychoses,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E141.11,Heller's syndrome,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E1y..00,Other specified non-organic psychoses,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
E1z..00,Non-organic psychosis NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu02z12,[X] Presenile psychosis NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu0z.12,[X]Symptomatic psychosis NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu2..00,[X]Schizophrenia; schizotypal and delusional disorders,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20.00,[X]Schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20000,[X]Paranoid schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20011,[X]Paraphrenic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20100,[X]Hebephrenic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20111,[X]Disorganised schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20200,[X]Catatonic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20211,[X]Catatonic stupor,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20212,[X]Schizophrenic catalepsy,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20213,[X]Schizophrenic catatonia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20214,[X]Schizophrenic flexibilatis cerea,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20300,[X]Undifferentiated schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20311,[X]Atypical schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20500,[X]Residual schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20511,[X]Chronic undifferentiated schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20600,[X]Simple schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20y00,[X]Other schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20y12,[X]Schizophreniform disord NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20y13,[X]Schizophrenifrm psychos NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu20z00,[X]Schizophrenia; unspecified,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu21.00,[X]Schizotypal disorder,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu21.11,[X]Latent schizophrenic reaction,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu21.12,[X]Borderline schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu21.13,[X]Latent schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu21.14,[X]Prepsychotic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu21.15,[X]Prodromal schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu21.16,[X]Pseudoneurotic schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22.00,[X]Persistent delusional disorders,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22000,[X]Delusional disorder,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22011,[X]Paranoid psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22012,[X]Paranoid state,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22013,[X]Paraphrenia - late,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22014,[X]Sensitiver Beziehungswahn,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22015,[X]Paranoia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22100,[X]Delusional misidentification syndrome,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22111,[X]Capgras syndrome,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22y00,[X]Other persistent delusional disorders,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22y11,[X]Delusional dysmorphophobia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22y12,[X]Involutional paranoid state,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22y13,[X]Paranoia querulans,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu22z00,[X]Persistent delusional disorder; unspecified,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23.00,[X]Acute and transient psychotic disorders,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23000,[X]Acute polymorphic psychot disord without symp of schizoph,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23012,[X]Cycloid psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23100,[X]Acute polymorphic psychot disord with symp of schizophren,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23112,[X]Cycloid psychosis with symptoms of schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23200,[X]Acute schizophrenia-like psychotic disorder,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23211,[X]Brief schizophreniform disorder,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23212,[X]Brief schizophrenifrm psych,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23214,[X]Schizophrenic reaction,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23300,[X]Other acute predominantly delusional psychotic disorders,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23312,[X]Psychogenic paranoid psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23y00,[X]Other acute and transient psychotic disorders,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23z00,[X]Acute and transient psychotic disorder; unspecified,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23z11,[X]Brief reactive psychosis NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu23z12,[X]Reactive psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25.00,[X]/bective disorders,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25000,[X]Schizoaffective disorder; manic type,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25011,[X]Schizoaffective psychosis; manic type,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25012,[X]Schizophreniform psychosis; manic type,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25100,[X]Schizoaffective disorder; depressive type,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25111,[X]Schizoaffective psychosis; depressive type,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25112,[X]Schizophreniform psychosis; depressive type,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25200,[X]Schizoaffective disorder; mixed type,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25212,[X]Mixed schizophrenic and affective psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25y00,[X]Other schizoaffective disorders,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25z00,[X]Schizoaffective disorder; unspecified,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu25z11,[X]Schizoaffective psychosis NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu2y.00,[X]Other nonorganic psychotic disorders,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu2y.11,[X]Chronic hallucinatory psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu2z.00,[X]Unspecified nonorganic psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu2z.11,[X]Psychosis NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu32300,[X]Severe depressive episode with psychotic symptoms,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu32311,[X]Single episode of major depression and psychotic symptoms,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu32312,[X]Single episode of psychogenic depressive psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu32313,[X]Single episode of psychotic depression,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu32314,[X]Single episode of reactive depressive psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu32900,[X]Single major depr ep; severe with psych; psych in remiss,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu32A00,[X]Recurr major depr ep; severe with psych; psych in remiss,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu33300,[X]Recurrent depress disorder cur epi severe with psyc symp,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu33311,[X]Endogenous depression with psychotic symptoms,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu33313,[X]Recurr severe episodes/major depression+psychotic symptom,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu33314,[X]Recurr severe episodes/psychogenic depressive psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu33315,[X]Recurrent severe episodes of psychotic depression,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu33316,[X]Recurrent severe episodes/reactive depressive psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu44.14,[X]Hysterical psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu84312,[X]Disintegrative psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Eu84314,[X]Symbiotic psychosis,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
R001.00,[D]Hallucinations,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
R001000,[D]Hallucinations; auditory,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
R001100,[D]Hallucinations; gustatory,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
R001200,[D]Hallucinations; olfactory,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
R001300,[D]Hallucinations; tactile,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
R001400,[D]Visual hallucinations,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
R001z00,[D]Hallucinations NOS,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
ZV11000,[V]Personal history of schizophrenia,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
Ryu5300,[X]Other hallucinations,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
ZS7C611,Schizophrenic language,Read,schizophrenia spectrum,diagnostic,severe_mental_illness,
H5B0.00,Obstructive sleep apnoea,Read,,diagnostic,sleep_apnoea,
R005100,[D]Insomnia with sleep apnoea,Read,,diagnostic,sleep_apnoea,
R005312,[D]Syndrome sleep apnoea,Read,,diagnostic,sleep_apnoea,
R005311,[D]Sleep apnoea syndrome,Read,,diagnostic,sleep_apnoea,
R060400,[D]Apnoea,Read,,diagnostic,sleep_apnoea,
R005300,[D]Hypersomnia with sleep apnoea,Read,,diagnostic,sleep_apnoea,
Fy03.11,Obstructive sleep apnoea,Read,,diagnostic,sleep_apnoea,
H5B..00,Sleep apnoea,Read,,diagnostic,sleep_apnoea,
Fy03.00,Sleep apnoea,Read,,diagnostic,sleep_apnoea,
G3...00,Ischaemic heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30..00,Acute myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G300.00,Acute anterolateral infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G301.00,Other specified anterior myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G301000,Acute anteroapical infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30..11,Attack - heart,Read,IHD,diagnostic,non_stroke_vascular_disease,
G301100,Acute anteroseptal infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30..12,Coronary thrombosis,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30..13,Cardiac rupture following myocardial infarction (MI),Read,IHD,diagnostic,non_stroke_vascular_disease,
G30..14,Heart attack,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30..15,MI - acute myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30..16,Thrombosis - coronary,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30..17,Silent myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G301z00,Anterior myocardial infarction NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G302.00,Acute inferolateral infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G303.00,Acute inferoposterior infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G304.00,Posterior myocardial infarction NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G305.00,Lateral myocardial infarction NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G306.00,True posterior myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G307.00,Acute subendocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G307000,Acute non-Q wave infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G307100,Acute non-ST segment elevation myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G308.00,Inferior myocardial infarction NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G309.00,Acute Q-wave infarct,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30B.00,Acute posterolateral myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30X.00,Acute transmural myocardial infarction of unspecif site,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30X000,Acute ST segment elevation myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30y.00,Other acute myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30y000,Acute atrial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30y100,Acute papillary muscle infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30y200,Acute septal infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30yz00,Other acute myocardial infarction NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G30z.00,Acute myocardial infarction NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G31..00,Other acute and subacute ischaemic heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G310.00,Postmyocardial infarction syndrome,Read,IHD,diagnostic,non_stroke_vascular_disease,
G310.11,Dressler's syndrome,Read,IHD,diagnostic,non_stroke_vascular_disease,
G3...11,Arteriosclerotic heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311.00,Preinfarction syndrome,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311000,Myocardial infarction aborted,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311011,MI - myocardial infarction aborted,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311100,Unstable angina,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311.11,Crescendo angina,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311.12,Impending infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311.13,Unstable angina,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311.14,Angina at rest,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311200,Angina at rest,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311300,Refractory angina,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311400,Worsening angina,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311500,Acute coronary syndrome,Read,IHD,diagnostic,non_stroke_vascular_disease,
G311z00,Preinfarction syndrome NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G3...12,Atherosclerotic heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G312.00,Coronary thrombosis not resulting in myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G3...13,IHD - Ischaemic heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G31y.00,Other acute and subacute ischaemic heart disease,Read,IHD,diagnostic,non_stroke_vascular_disease,
G31y000,Acute coronary insufficiency,Read,IHD,diagnostic,non_stroke_vascular_disease,
G31y100,Microinfarction of heart,Read,IHD,diagnostic,non_stroke_vascular_disease,
G31y200,Subendocardial ischaemia,Read,IHD,diagnostic,non_stroke_vascular_disease,
G31y300,Transient myocardial ischaemia,Read,IHD,diagnostic,non_stroke_vascular_disease,
G31yz00,Other acute and subacute ischaemic heart disease NOS,Read,IHD,diagnostic,non_stroke_vascular_disease,
G32..00,Old myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G32..11,Healed myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G32..12,Personal history of myocardial infarction,Read,IHD,diagnostic,non_stroke_vascular_disease,
G33..00,Angina pectoris,Read,IHD,diagnostic,non_stroke_vascular_disease,
G330.00,Angina decubitus,Read,IHD,diagnostic,non_stroke_vascular_disease,
